customer_id,campaign_id,channel_type,touchpoint_id,interaction_timestamp,consumer_stage,session_duration_sec,clicks,impressions,engagement_score,sentiment_score,content_embedding_1,content_embedding_2,device_type,prior_purchase_count,customer_lifetime_value,marketing_cost,conversion_flag,conversion_value,attribution_weight,cross_channel_influence,perceived_value_score,roi,effectiveness_score
C139,CMP04,Mobile,TP140,2024-03-11 04:34:00,Retention,484,5,21,0.25,-0.17,0.82,0.053,Mobile,5,3684.83,9.17,1,191.95,0.68,0.08,0.6,55.66,0.46
C499,CMP02,Social,TP141,2024-05-30 16:01:00,Consideration,742,8,77,0.35,0.01,0.772,0.021,Mobile,4,1155.11,0.64,1,170.48,0.5,0.45,0.03,98.95,0.44
C081,CMP06,Mobile,TP142,2024-05-27 00:38:00,Awareness,734,4,42,0.89,0.4,0.295,0.118,Tablet,7,2291.47,8.05,0,0.0,0.75,0.88,0.54,-1.0,0.52
C392,CMP14,Mobile,TP143,2024-06-02 13:36:00,Conversion,877,10,54,0.95,-0.07,0.09,0.95,Desktop,7,4885.44,8.61,0,0.0,0.29,0.31,0.8,-1.0,0.85
C163,CMP04,Email,TP144,2024-06-23 10:22:00,Retention,1180,9,32,0.95,-0.62,0.206,0.907,Mobile,10,4117.54,6.49,0,0.0,0.83,0.26,0.53,-1.0,0.78
C419,CMP06,Web,TP145,2024-06-29 01:39:00,Consideration,204,1,114,0.7,0.04,0.771,0.086,Tablet,3,4248.31,9.37,1,144.94,0.65,0.84,0.71,59.87,0.87
C289,CMP19,Mobile,TP146,2024-06-13 02:01:00,Retention,1187,4,38,0.51,-0.29,0.965,0.304,Tablet,0,4317.77,6.1,0,0.0,0.99,0.31,0.88,-1.0,0.57
C379,CMP06,In-Store,TP147,2024-06-11 04:20:00,Consideration,1119,0,198,0.18,-0.42,0.259,0.947,Desktop,5,3135.77,2.79,1,474.31,0.18,0.48,0.87,45.14,0.62
C261,CMP02,Web,TP148,2024-04-27 04:51:00,Awareness,308,8,114,0.12,-0.34,0.818,0.098,Desktop,9,3745.28,2.55,1,444.37,0.05,0.03,0.18,52.31,0.43
C490,CMP18,Social,TP149,2024-04-14 20:28:00,Conversion,787,9,166,0.06,-0.12,0.228,0.095,Desktop,0,1858.91,5.78,0,0.0,0.85,0.29,0.43,-1.0,0.72
C231,CMP13,Email,TP150,2024-03-20 05:19:00,Awareness,392,9,182,0.02,0.77,0.68,0.086,Mobile,4,4992.39,9.11,1,191.61,0.34,0.13,0.11,67.21,0.2
C041,CMP09,Social,TP151,2024-06-22 01:56:00,Conversion,200,8,188,0.88,0.47,0.084,0.976,Tablet,4,1470.15,1.19,1,344.95,0.43,0.11,0.6,98.29,0.48
C028,CMP19,Social,TP152,2024-04-01 05:40:00,Conversion,1104,5,110,0.81,0.34,0.585,0.743,Desktop,2,2991.04,6.24,0,0.0,0.93,0.43,0.95,-1.0,0.71
C135,CMP13,Web,TP153,2024-06-29 02:32:00,Retention,694,10,103,0.57,-0.06,0.269,0.214,Tablet,4,1482.1,7.81,1,228.03,0.44,0.28,0.18,32.83,0.78
C201,CMP11,Social,TP154,2024-03-01 18:04:00,Consideration,621,8,77,1.0,-1.0,0.926,0.046,Mobile,5,649.15,1.6,1,461.55,0.3,0.17,0.4,11.46,0.25
C328,CMP01,Mobile,TP155,2024-03-13 18:11:00,Awareness,960,2,175,0.95,-0.32,0.29,0.965,Mobile,4,2881.17,1.61,1,256.48,0.06,0.51,0.95,80.97,0.18
C268,CMP07,Social,TP156,2024-04-17 18:34:00,Awareness,1198,3,140,0.66,0.63,0.398,0.425,Desktop,0,1831.41,3.98,0,0.0,0.44,0.78,0.75,-1.0,0.29
C418,CMP15,Email,TP157,2024-05-15 04:33:00,Awareness,303,5,53,0.46,-0.22,0.841,0.598,Mobile,6,2957.77,3.1,1,169.2,0.65,0.73,0.07,41.03,0.92
C033,CMP01,Email,TP158,2024-03-22 06:12:00,Retention,537,3,161,0.15,0.13,0.438,0.279,Tablet,2,2837.52,2.38,0,0.0,0.27,0.25,0.43,-1.0,0.13
C048,CMP12,In-Store,TP159,2024-04-26 14:53:00,Retention,392,0,156,0.52,-0.59,0.238,0.758,Tablet,6,2757.06,2.39,0,0.0,0.72,0.26,0.99,-1.0,0.95
C407,CMP07,Email,TP160,2024-03-03 20:19:00,Retention,877,6,121,0.16,0.83,0.548,0.197,Mobile,4,704.18,1.74,1,160.98,0.48,0.73,0.45,75.96,0.99
C062,CMP15,Social,TP161,2024-03-31 04:23:00,Conversion,684,4,3,0.4,0.85,0.84,0.787,Mobile,2,2256.89,6.3,0,0.0,0.86,0.56,0.63,-1.0,0.78
C216,CMP19,Email,TP162,2024-06-12 21:32:00,Awareness,327,7,154,0.94,-0.71,0.433,0.231,Mobile,10,4078.82,7.04,1,302.62,0.16,0.74,0.7,66.54,0.76
C293,CMP01,Web,TP163,2024-05-11 23:49:00,Conversion,523,8,54,0.34,0.45,0.133,0.098,Tablet,5,1644.2,7.18,0,0.0,0.76,0.0,0.66,-1.0,0.95
C099,CMP17,Email,TP164,2024-05-23 15:49:00,Awareness,575,4,40,0.15,-0.85,0.383,0.479,Mobile,0,2274.77,5.56,0,0.0,0.93,0.09,0.52,-1.0,0.29
C172,CMP17,Mobile,TP165,2024-06-24 11:12:00,Awareness,333,7,194,0.58,0.2,0.954,0.813,Desktop,5,2519.77,9.55,1,168.23,0.74,0.8,0.13,79.44,0.13
C360,CMP03,Web,TP166,2024-06-17 09:38:00,Consideration,933,0,68,0.6,-0.64,0.072,0.385,Desktop,3,4327.38,8.87,0,0.0,0.41,0.85,0.71,-1.0,0.82
C214,CMP12,In-Store,TP167,2024-05-28 13:31:00,Awareness,268,0,114,0.19,-0.71,0.408,0.029,Tablet,3,3312.44,9.6,1,313.06,0.23,0.34,0.93,76.17,0.17
C475,CMP06,Mobile,TP168,2024-05-27 15:46:00,Retention,679,6,175,0.2,-0.99,0.648,0.553,Mobile,4,590.99,4.19,1,454.02,0.1,0.96,0.94,39.93,0.05
C035,CMP11,Social,TP169,2024-04-13 08:39:00,Retention,913,5,130,0.99,0.88,0.079,0.68,Mobile,8,4339.34,8.84,1,229.73,0.64,0.3,0.59,13.99,0.2
C449,CMP03,Social,TP170,2024-06-22 22:49:00,Retention,439,4,42,0.24,0.66,0.345,0.741,Mobile,0,4177.12,7.75,1,148.69,0.14,0.89,0.49,59.14,0.44
C227,CMP08,Social,TP171,2024-05-16 17:14:00,Consideration,755,4,162,0.84,-0.85,0.941,0.402,Desktop,2,3792.87,3.73,1,498.89,0.84,0.42,0.33,83.22,0.5
C101,CMP14,Mobile,TP172,2024-04-05 16:04:00,Consideration,1076,8,94,0.47,0.2,0.031,0.097,Desktop,10,2383.68,1.51,0,0.0,0.96,0.56,0.1,-1.0,0.06
C431,CMP14,Mobile,TP173,2024-05-25 15:40:00,Conversion,347,0,149,0.43,-0.53,0.752,0.584,Desktop,3,3811.97,6.98,1,279.29,0.14,0.64,0.88,25.76,0.44
C462,CMP10,Mobile,TP174,2024-05-13 23:17:00,Awareness,554,7,101,0.29,-0.47,0.841,0.33,Desktop,1,2445.84,1.8,1,90.91,0.38,0.13,0.14,80.12,0.6
C131,CMP02,Web,TP175,2024-04-18 17:06:00,Awareness,934,1,172,0.77,0.75,0.277,0.947,Desktop,8,3709.46,3.29,1,71.2,0.94,0.04,0.29,51.82,0.93
C257,CMP14,Web,TP176,2024-03-04 04:59:00,Retention,1053,6,124,0.88,-0.77,0.215,0.503,Tablet,10,4412.54,5.25,1,99.34,0.47,0.43,0.74,72.59,0.23
C005,CMP09,Social,TP177,2024-04-24 15:34:00,Retention,649,5,2,0.26,0.2,0.915,0.472,Tablet,6,4463.65,6.96,0,0.0,0.54,0.16,0.7,-1.0,0.21
C218,CMP03,Email,TP178,2024-05-29 17:28:00,Retention,982,9,91,0.1,-0.2,0.764,0.309,Mobile,0,2327.44,9.3,0,0.0,0.75,0.55,0.68,-1.0,0.39
C255,CMP08,Social,TP179,2024-03-23 20:13:00,Retention,1161,1,59,0.14,-0.62,0.113,0.339,Mobile,8,4310.78,6.14,0,0.0,0.21,0.45,0.74,-1.0,0.98
C398,CMP16,In-Store,TP180,2024-05-18 16:32:00,Retention,830,2,98,0.79,-0.1,0.212,0.513,Desktop,5,597.14,6.88,0,0.0,0.98,0.12,0.54,-1.0,0.34
C359,CMP02,Web,TP181,2024-03-25 20:16:00,Retention,945,3,16,0.44,0.88,0.621,0.307,Mobile,1,598.92,3.45,1,332.35,0.78,0.67,0.15,66.86,0.04
C283,CMP06,Mobile,TP182,2024-03-23 10:16:00,Awareness,349,6,148,0.13,0.56,0.419,0.892,Tablet,0,2786.51,7.03,1,406.44,0.16,0.02,1.0,83.03,0.27
C393,CMP12,Web,TP183,2024-04-27 13:28:00,Consideration,905,7,154,0.34,-0.74,0.504,0.439,Tablet,5,3294.04,4.66,1,239.97,0.11,0.13,0.89,15.68,0.56
C207,CMP05,Mobile,TP184,2024-03-20 18:52:00,Retention,358,10,16,0.51,0.7,0.952,0.292,Mobile,6,849.67,8.64,1,78.59,0.93,0.7,0.43,79.86,0.41
C015,CMP02,In-Store,TP185,2024-06-11 23:12:00,Awareness,782,1,198,0.85,0.87,0.42,0.155,Desktop,9,2413.68,4.23,1,221.73,0.69,0.53,0.53,51.19,0.77
C346,CMP16,In-Store,TP186,2024-05-21 22:45:00,Retention,686,7,108,0.64,-0.45,0.882,0.672,Tablet,5,562.38,4.95,1,498.25,0.04,0.28,0.39,36.41,0.61
C042,CMP05,Web,TP187,2024-04-02 06:39:00,Conversion,1067,10,23,0.18,-0.33,0.661,0.026,Mobile,6,3050.29,4.61,1,288.1,0.14,0.18,0.64,13.94,0.56
C380,CMP15,Mobile,TP188,2024-03-18 08:32:00,Conversion,100,8,42,0.16,-0.75,0.122,0.45,Desktop,5,4289.96,8.21,1,486.99,0.05,0.64,0.73,27.95,0.32
C461,CMP12,In-Store,TP189,2024-04-01 21:16:00,Awareness,856,6,37,0.41,-0.31,0.745,0.55,Mobile,7,3714.43,9.56,1,437.35,0.97,0.21,0.23,13.77,0.55
C179,CMP04,Social,TP190,2024-03-19 05:34:00,Consideration,894,0,72,0.08,0.35,0.52,0.34,Desktop,1,1953.63,3.61,1,55.17,0.5,0.98,0.43,94.0,0.62
C063,CMP15,Social,TP191,2024-06-28 04:33:00,Conversion,957,5,134,0.76,-0.46,0.225,0.75,Desktop,8,4969.59,5.01,0,0.0,0.46,0.87,0.64,-1.0,0.18
C352,CMP11,Mobile,TP192,2024-05-23 03:09:00,Conversion,135,7,165,0.4,-0.99,0.29,0.676,Tablet,8,3348.38,7.21,0,0.0,0.96,0.13,0.99,-1.0,0.74
C231,CMP16,Web,TP193,2024-05-13 23:20:00,Consideration,799,4,116,0.34,-0.32,0.557,0.971,Tablet,10,4094.72,9.01,1,374.32,0.5,0.86,0.32,56.38,0.39
C241,CMP06,In-Store,TP194,2024-03-11 15:25:00,Conversion,922,1,150,0.51,-0.09,0.602,0.509,Mobile,8,3381.52,5.19,1,356.77,0.52,0.35,0.75,99.02,0.74
C052,CMP14,Web,TP195,2024-04-30 16:15:00,Retention,225,4,6,0.71,0.13,0.968,0.538,Mobile,6,4948.14,1.53,0,0.0,0.98,0.49,0.35,-1.0,0.18
C096,CMP18,Social,TP196,2024-03-07 15:34:00,Consideration,174,7,32,0.57,0.37,0.855,0.246,Desktop,8,4124.66,4.0,1,291.64,0.11,0.14,0.09,58.87,0.66
C388,CMP12,In-Store,TP197,2024-03-16 07:11:00,Conversion,500,1,145,0.8,-0.88,0.206,0.385,Tablet,0,2645.17,5.73,1,170.07,0.99,0.12,0.77,32.8,0.03
C222,CMP11,Web,TP198,2024-04-04 16:20:00,Consideration,245,0,38,0.63,-0.06,0.774,0.027,Desktop,2,1897.71,4.47,1,338.43,0.17,0.87,0.65,77.8,0.16
C485,CMP13,Email,TP199,2024-04-19 10:35:00,Retention,1146,3,145,0.79,-0.47,0.008,0.689,Desktop,1,3442.56,2.27,1,100.2,0.47,0.63,0.51,27.2,0.89
C407,CMP11,Mobile,TP200,2024-06-20 16:31:00,Conversion,289,3,37,0.7,0.9,0.13,0.312,Desktop,10,2992.09,0.85,1,245.64,0.34,0.46,0.68,42.13,0.46
C231,CMP16,Mobile,TP201,2024-04-10 05:23:00,Awareness,963,8,151,0.19,-0.28,0.2,0.54,Desktop,0,3183.82,7.03,0,0.0,0.96,0.04,0.88,-1.0,0.51
C237,CMP15,Email,TP202,2024-03-27 19:24:00,Conversion,604,2,177,0.05,-0.8,0.597,0.255,Desktop,4,1780.76,9.93,1,254.18,0.49,0.92,0.76,80.28,0.91
C143,CMP15,Social,TP203,2024-05-05 08:27:00,Conversion,314,3,189,0.9,-0.92,0.195,0.621,Desktop,0,2200.77,9.23,0,0.0,0.02,0.38,0.86,-1.0,0.48
C171,CMP04,In-Store,TP204,2024-04-22 05:02:00,Retention,513,2,177,0.95,-0.47,0.365,0.448,Mobile,2,2834.67,6.99,1,479.22,0.22,0.42,0.29,87.92,0.65
C029,CMP11,Mobile,TP205,2024-05-23 05:38:00,Awareness,401,1,61,0.73,-0.64,0.243,0.482,Tablet,5,4212.49,8.49,1,444.13,0.43,0.29,0.8,39.87,0.22
C036,CMP19,Email,TP206,2024-06-05 22:00:00,Awareness,99,3,77,0.72,0.3,0.337,0.943,Tablet,5,3838.25,2.93,1,168.53,0.68,0.89,0.36,21.2,0.08
C013,CMP15,Email,TP207,2024-06-09 05:44:00,Awareness,408,7,160,0.27,0.69,0.942,0.706,Desktop,2,681.41,6.41,0,0.0,0.56,0.34,0.02,-1.0,0.35
C160,CMP04,Social,TP208,2024-06-06 14:14:00,Retention,331,0,127,0.54,-0.37,0.997,0.262,Desktop,3,1303.22,1.08,0,0.0,0.85,0.17,0.04,-1.0,0.8
C327,CMP13,Social,TP209,2024-06-17 13:57:00,Retention,284,7,86,0.99,0.16,0.686,0.504,Desktop,6,230.62,7.22,1,275.26,0.83,0.5,0.73,43.12,0.45
C187,CMP19,Web,TP210,2024-04-23 06:45:00,Retention,973,7,191,0.86,0.46,0.572,0.467,Tablet,5,139.01,9.71,0,0.0,0.59,0.78,0.27,-1.0,0.17
C243,CMP02,Mobile,TP211,2024-03-31 23:58:00,Retention,721,2,7,0.3,-0.2,0.708,0.795,Tablet,10,1199.44,8.68,0,0.0,0.57,0.37,0.31,-1.0,0.55
C086,CMP14,Web,TP212,2024-06-03 09:31:00,Retention,863,9,150,0.3,-0.87,0.772,0.833,Desktop,1,4016.67,5.58,0,0.0,0.28,0.65,0.62,-1.0,0.26
C284,CMP04,Email,TP213,2024-03-17 13:39:00,Awareness,746,9,85,0.48,-0.54,0.739,0.283,Tablet,8,4533.26,7.99,1,130.39,0.96,0.3,0.74,90.05,0.95
C066,CMP16,In-Store,TP214,2024-04-05 15:23:00,Consideration,453,5,6,0.4,0.77,0.082,0.821,Desktop,5,2019.66,9.47,0,0.0,0.08,0.72,0.56,-1.0,0.58
C170,CMP14,In-Store,TP215,2024-06-17 21:26:00,Retention,242,3,189,0.37,0.65,0.31,0.18,Desktop,1,2859.67,2.55,0,0.0,0.4,0.67,0.71,-1.0,0.98
C045,CMP15,Social,TP216,2024-03-25 19:17:00,Consideration,129,0,142,0.63,-0.83,0.343,0.763,Desktop,6,3559.66,8.04,0,0.0,0.66,0.68,0.94,-1.0,0.04
C062,CMP03,In-Store,TP217,2024-06-18 17:36:00,Conversion,1165,0,144,0.01,-0.55,0.369,0.249,Mobile,10,4769.39,3.06,1,460.68,0.95,0.65,0.85,76.9,0.01
C441,CMP08,In-Store,TP218,2024-03-26 08:59:00,Conversion,337,4,3,0.76,0.54,0.344,0.298,Tablet,10,4573.37,8.83,0,0.0,0.5,0.16,0.24,-1.0,0.48
C134,CMP16,In-Store,TP219,2024-06-07 07:19:00,Retention,707,7,137,0.74,-0.03,0.787,0.852,Tablet,9,380.24,1.43,0,0.0,0.9,0.89,0.91,-1.0,0.86
C284,CMP10,Email,TP220,2024-04-23 09:21:00,Conversion,504,0,47,0.83,0.52,0.748,0.42,Tablet,9,1316.01,2.19,1,441.73,0.1,0.59,0.3,90.52,0.52
C028,CMP04,In-Store,TP221,2024-05-22 20:27:00,Consideration,141,1,85,0.84,-0.58,0.005,0.991,Desktop,3,340.81,7.35,1,184.3,0.53,0.38,0.66,44.8,0.88
C108,CMP18,In-Store,TP222,2024-06-07 10:10:00,Conversion,1140,6,94,0.57,0.91,0.296,0.152,Mobile,0,3121.06,2.16,1,337.53,0.32,0.17,0.87,97.64,0.13
C044,CMP02,In-Store,TP223,2024-03-31 16:47:00,Conversion,212,7,170,0.78,0.57,0.624,0.463,Desktop,9,3581.42,2.0,0,0.0,0.8,0.78,0.62,-1.0,0.7
C340,CMP17,Web,TP224,2024-06-11 03:29:00,Consideration,626,2,170,0.49,-0.61,0.12,0.732,Desktop,8,1610.59,5.78,1,324.04,0.44,0.51,0.81,54.66,0.66
C286,CMP13,Email,TP225,2024-05-26 18:11:00,Conversion,194,10,23,0.95,0.12,0.071,0.005,Desktop,10,4283.87,8.43,1,118.78,0.48,0.15,0.93,54.78,0.54
C446,CMP04,Social,TP226,2024-03-15 10:36:00,Retention,844,7,3,0.19,-0.77,0.828,0.152,Mobile,9,2318.78,3.05,0,0.0,0.06,0.92,0.97,-1.0,0.41
C331,CMP11,Web,TP227,2024-04-06 14:28:00,Consideration,119,0,129,0.92,-0.28,0.453,0.02,Desktop,7,4992.07,8.49,1,393.13,0.44,0.11,0.41,93.19,0.65
C128,CMP07,Mobile,TP228,2024-06-22 10:25:00,Consideration,484,8,67,0.26,0.32,0.856,0.993,Desktop,4,101.96,8.18,0,0.0,0.08,0.52,0.99,-1.0,0.55
C348,CMP12,Email,TP229,2024-06-16 01:19:00,Awareness,267,1,71,0.1,-0.34,0.824,0.761,Mobile,2,636.5,6.0,1,292.72,0.3,0.61,0.27,56.73,0.27
C473,CMP10,Email,TP230,2024-03-15 19:03:00,Awareness,563,1,131,0.44,0.31,0.893,0.374,Desktop,3,1578.79,6.64,1,400.38,0.13,1.0,0.46,82.1,0.1
C231,CMP07,Mobile,TP231,2024-05-25 17:37:00,Consideration,756,3,177,0.61,-0.51,0.048,0.156,Desktop,2,224.99,0.88,0,0.0,0.33,0.14,0.76,-1.0,0.39
C190,CMP13,Mobile,TP232,2024-03-23 18:10:00,Consideration,87,9,67,0.23,0.44,0.186,0.09,Tablet,9,3933.46,3.99,0,0.0,0.23,0.61,0.97,-1.0,0.51
C225,CMP07,Mobile,TP233,2024-03-28 23:01:00,Awareness,571,2,55,0.56,-0.28,0.296,0.532,Mobile,7,358.58,3.0,0,0.0,0.29,0.48,0.05,-1.0,0.51
C385,CMP17,Social,TP234,2024-03-08 10:36:00,Retention,1051,3,132,0.81,0.58,0.136,0.976,Tablet,4,3770.0,1.93,0,0.0,0.15,0.26,0.95,-1.0,0.43
C377,CMP10,In-Store,TP235,2024-03-18 22:49:00,Conversion,647,5,31,0.26,-0.73,0.485,0.675,Desktop,10,357.59,4.2,1,288.66,0.44,0.94,1.0,75.44,0.33
C283,CMP10,Email,TP236,2024-03-14 21:09:00,Conversion,431,6,66,0.58,-0.28,0.799,0.365,Mobile,7,1338.36,3.87,1,50.26,0.5,0.79,0.91,17.1,0.35
C446,CMP04,In-Store,TP237,2024-06-07 08:34:00,Conversion,1035,4,101,0.34,-0.07,0.951,0.501,Mobile,0,4222.26,7.42,0,0.0,0.84,0.78,0.11,-1.0,0.27
C121,CMP04,In-Store,TP238,2024-03-11 11:11:00,Consideration,871,1,64,0.53,-0.15,0.89,0.999,Desktop,8,4760.37,6.18,1,195.87,0.54,0.9,0.84,64.22,0.58
C116,CMP07,Mobile,TP239,2024-05-06 20:38:00,Retention,868,2,31,0.67,-0.13,0.457,0.519,Tablet,10,2131.18,9.17,0,0.0,0.23,0.73,0.64,-1.0,0.85
C461,CMP01,Social,TP240,2024-05-17 23:27:00,Awareness,548,9,117,0.35,-0.11,0.636,0.964,Desktop,9,4852.7,1.88,1,58.76,0.74,0.51,0.01,84.01,0.88
C233,CMP12,Web,TP241,2024-05-14 06:24:00,Retention,226,10,191,0.99,0.98,0.231,0.016,Mobile,2,3171.72,1.07,0,0.0,0.3,0.39,0.98,-1.0,0.99
C259,CMP13,Social,TP242,2024-03-21 09:42:00,Retention,75,2,66,0.56,-0.61,0.403,0.721,Mobile,0,2137.59,5.58,0,0.0,0.76,0.7,0.15,-1.0,0.09
C359,CMP10,In-Store,TP243,2024-03-15 18:47:00,Conversion,559,4,159,0.82,0.54,0.871,0.627,Desktop,2,4033.73,0.51,0,0.0,0.39,0.6,0.4,-1.0,0.21
C198,CMP15,Social,TP244,2024-05-25 20:59:00,Awareness,1029,10,47,0.73,0.1,0.029,0.685,Desktop,1,1547.11,7.98,0,0.0,0.51,0.54,0.03,-1.0,0.73
C456,CMP13,Mobile,TP245,2024-06-24 11:31:00,Retention,805,4,22,0.85,-0.17,0.533,0.571,Desktop,6,1402.4,5.31,1,468.09,0.5,0.59,0.31,59.09,0.65
C411,CMP09,Web,TP246,2024-04-19 22:12:00,Awareness,103,3,94,0.17,0.27,0.873,0.044,Desktop,9,3317.08,5.14,0,0.0,0.96,0.66,0.57,-1.0,0.13
C137,CMP09,Mobile,TP247,2024-05-08 03:27:00,Consideration,364,7,83,0.22,0.71,0.122,0.15,Tablet,3,2013.39,3.94,0,0.0,0.15,0.97,0.93,-1.0,0.63
C318,CMP15,Web,TP248,2024-05-17 07:08:00,Conversion,662,5,46,0.49,-0.07,0.983,0.922,Tablet,6,766.0,4.06,1,445.42,0.94,0.75,0.99,38.91,0.41
C165,CMP10,In-Store,TP249,2024-06-29 18:34:00,Awareness,717,5,89,0.85,0.73,0.012,0.233,Tablet,2,428.12,4.6,1,424.25,0.56,0.18,0.42,17.21,0.96
C225,CMP10,Web,TP250,2024-06-09 20:57:00,Consideration,604,0,186,0.2,-0.81,0.886,0.993,Tablet,5,3960.43,0.65,0,0.0,0.99,0.47,0.43,-1.0,0.86
C307,CMP08,Web,TP251,2024-03-18 00:07:00,Consideration,325,5,119,0.97,0.31,0.354,0.68,Mobile,6,3411.96,1.29,1,188.38,0.57,0.68,0.16,69.48,0.07
C234,CMP16,Web,TP252,2024-06-23 16:16:00,Consideration,1137,2,189,0.13,-0.33,0.133,0.444,Mobile,6,2117.81,5.3,1,76.07,0.66,0.18,0.5,37.58,0.09
C172,CMP17,Social,TP253,2024-04-12 01:05:00,Retention,1068,5,46,0.18,-0.23,0.157,0.92,Tablet,4,4491.52,1.93,0,0.0,0.75,0.93,0.94,-1.0,0.42
C152,CMP05,Social,TP254,2024-05-25 13:02:00,Retention,1187,9,1,0.17,0.14,0.701,0.795,Desktop,5,2113.2,7.9,0,0.0,0.82,0.08,0.17,-1.0,0.01
C463,CMP04,In-Store,TP255,2024-03-12 03:11:00,Conversion,507,10,96,0.59,-0.04,0.871,0.429,Mobile,2,3580.45,3.11,0,0.0,0.48,0.61,0.27,-1.0,0.09
C315,CMP18,Web,TP256,2024-06-17 01:01:00,Conversion,662,5,153,0.92,-0.24,0.641,0.069,Desktop,3,4554.66,1.43,1,445.1,0.68,0.98,0.89,64.24,0.93
C374,CMP19,Email,TP257,2024-03-15 22:28:00,Consideration,348,1,61,0.26,-0.38,0.929,0.868,Tablet,10,4219.51,2.73,1,476.13,0.61,0.73,0.63,48.35,0.79
C160,CMP04,In-Store,TP258,2024-05-20 06:29:00,Conversion,508,0,105,0.55,0.24,0.842,0.765,Mobile,5,2604.41,3.89,1,88.54,0.41,0.68,0.33,72.08,0.67
C096,CMP07,Web,TP259,2024-03-28 13:43:00,Retention,397,10,81,0.18,0.01,0.009,0.791,Mobile,2,3435.12,0.84,0,0.0,0.82,1.0,0.81,-1.0,0.83
C472,CMP10,Web,TP260,2024-03-30 16:31:00,Conversion,396,2,14,0.63,-0.35,0.669,0.745,Mobile,6,2126.96,1.85,0,0.0,0.19,0.79,0.11,-1.0,0.25
C233,CMP18,Social,TP261,2024-06-18 05:50:00,Awareness,407,4,45,0.12,-0.59,0.305,0.276,Mobile,2,3271.27,3.58,1,268.7,0.17,0.97,0.86,41.64,0.73
C180,CMP19,In-Store,TP262,2024-05-27 05:26:00,Retention,492,3,77,0.49,0.55,0.455,0.859,Tablet,8,1362.01,3.45,0,0.0,0.74,0.7,0.52,-1.0,0.62
C113,CMP04,Web,TP263,2024-05-21 23:36:00,Consideration,42,6,167,0.66,0.6,0.094,0.002,Mobile,3,2230.24,8.1,1,81.15,0.64,0.67,0.76,13.81,0.85
C318,CMP10,Web,TP264,2024-06-28 23:37:00,Consideration,565,3,66,0.58,-0.57,0.282,0.237,Tablet,1,1126.77,8.51,1,392.27,0.32,0.76,0.52,88.3,0.28
C497,CMP01,In-Store,TP265,2024-04-03 07:46:00,Conversion,299,7,32,0.14,-0.48,0.633,0.047,Mobile,5,287.11,2.34,0,0.0,0.64,0.19,0.25,-1.0,0.76
C442,CMP18,Email,TP266,2024-05-18 10:21:00,Retention,1123,6,96,0.16,-0.52,0.218,0.111,Tablet,8,2983.85,1.68,0,0.0,0.77,0.81,0.64,-1.0,0.85
C052,CMP05,In-Store,TP267,2024-06-26 23:00:00,Consideration,405,9,58,0.67,0.77,0.648,0.532,Tablet,9,4335.7,6.52,1,394.63,0.22,0.97,0.15,41.73,0.55
C268,CMP15,In-Store,TP268,2024-03-18 11:11:00,Consideration,1142,8,104,0.81,0.55,0.923,0.037,Desktop,9,225.33,8.14,0,0.0,0.58,0.61,0.23,-1.0,0.41
C295,CMP17,Email,TP269,2024-04-26 10:27:00,Retention,286,0,56,0.91,-0.85,0.005,0.181,Tablet,1,1060.55,9.66,0,0.0,0.82,0.01,0.55,-1.0,0.95
C386,CMP03,In-Store,TP270,2024-06-12 06:22:00,Retention,246,4,134,0.81,0.67,0.786,0.233,Desktop,3,2354.91,0.56,0,0.0,0.41,0.07,0.39,-1.0,0.17
C387,CMP12,Web,TP271,2024-05-24 01:10:00,Consideration,479,3,67,0.97,-0.93,0.641,0.655,Mobile,4,3362.89,4.43,0,0.0,0.57,0.23,0.75,-1.0,0.04
C113,CMP02,In-Store,TP272,2024-05-25 09:34:00,Conversion,923,5,178,0.41,-0.49,0.047,0.469,Desktop,8,939.02,7.47,0,0.0,0.08,0.49,0.58,-1.0,0.18
C101,CMP01,Email,TP273,2024-06-24 09:27:00,Conversion,1194,0,118,0.33,0.84,0.79,0.458,Tablet,6,377.8,8.37,0,0.0,0.83,0.41,0.38,-1.0,0.68
C113,CMP17,Mobile,TP274,2024-05-21 13:17:00,Conversion,61,5,38,0.03,0.73,0.225,0.768,Desktop,4,2643.34,1.09,1,107.78,0.8,0.98,0.33,99.83,0.79
C440,CMP16,In-Store,TP275,2024-05-31 23:07:00,Awareness,639,0,131,0.45,0.56,0.266,0.457,Mobile,5,4111.68,6.97,0,0.0,0.46,0.95,0.91,-1.0,0.72
C081,CMP05,Social,TP276,2024-06-14 21:44:00,Retention,946,0,112,0.65,-0.08,0.094,0.348,Desktop,8,272.65,3.24,1,263.88,0.12,0.39,0.04,34.71,0.42
C187,CMP15,Web,TP277,2024-04-22 07:03:00,Consideration,571,7,133,0.82,-0.36,0.534,0.962,Tablet,3,1811.91,1.21,1,297.41,0.66,0.79,0.69,98.2,0.97
C113,CMP03,Web,TP278,2024-05-30 03:04:00,Awareness,177,1,152,0.27,0.76,0.498,0.008,Tablet,1,3351.22,5.15,1,169.28,0.57,0.64,0.39,95.31,0.44
C002,CMP07,Social,TP279,2024-06-05 16:33:00,Conversion,685,9,54,0.51,0.31,0.347,0.305,Mobile,4,740.64,2.0,0,0.0,0.92,0.24,0.38,-1.0,0.98
